Method,Parcellation,Density,Feature,Region,Control_normalized,Gifted_normalized,Diff_gifted_minus_controls
MIND,aparc,0.03,Node Strength,rh_posteriorcingulate,0.12833131286805574,0.08075408656533184,-0.0475772263027239
MIND,aparc,0.03,Node Strength,rh_precentral,0.050266607083389384,0.055475866836867935,0.005209259753478551
MIND,aparc,0.03,Node Strength,rh_precuneus,0.04021444543360878,0.08430321440246884,0.044088768968860055
MIND,aparc,0.03,Node Strength,rh_rostralanteriorcingulate,0.006952947080666879,0.008690509634672192,0.0017375625540053136
MIND,aparc,0.03,Node Strength,rh_rostralmiddlefrontal,0.055206391976680494,0.05699242388601255,0.0017860319093320545
MIND,aparc,0.03,Node Strength,rh_superiorfrontal,0.19534073691566237,0.19376027204526883,-0.0015804648703935387
MIND,aparc,0.03,Node Strength,rh_superiorparietal,0.12628350539828886,0.12584075016916166,-0.00044275522912720633
MIND,aparc,0.03,Node Strength,rh_superiortemporal,0.03800895707013423,0.10827530494256415,0.07026634787242993
MIND,aparc,0.03,Node Strength,rh_supramarginal,0.12567497761706092,0.040796623509683036,-0.08487835410737789
MIND,aparc,0.03,Node Strength,rh_temporalpole,0.04251158659082638,0.041986156413706954,-0.0005254301771194236
MIND,aparc,0.03,Node Strength,rh_transversetemporal,0.0037683752454573077,0.0,-0.0037683752454573077
MIND,aparc,0.03,Local Efficiency,lh_bankssts,0.0,0.0,0.0
MIND,aparc,0.03,Local Efficiency,lh_caudalanteriorcingulate,0.0,0.0,0.0
MIND,aparc,0.03,Local Efficiency,lh_caudalmiddlefrontal,0.0,0.0,0.0
MIND,aparc,0.03,Local Efficiency,lh_cuneus,0.0,0.0,0.0
MIND,aparc,0.03,Local Efficiency,lh_entorhinal,0.0,0.0,0.0
MIND,aparc,0.03,Local Efficiency,lh_frontalpole,0.0,0.0,0.0
MIND,aparc,0.03,Local Efficiency,lh_fusiform,0.0,0.0,0.0
MIND,aparc,0.03,Local Efficiency,lh_inferiorparietal,0.0,0.17619992094457695,0.17619992094457695
MIND,aparc,0.03,Local Efficiency,lh_inferiortemporal,0.0,0.0,0.0
MIND,aparc,0.03,Local Efficiency,lh_insula,0.0,0.0,0.0
MIND,aparc,0.03,Local Efficiency,lh_isthmuscingulate,0.0,0.0,0.0
MIND,aparc,0.03,Local Efficiency,lh_lateraloccipital,0.0,0.0,0.0
MIND,aparc,0.03,Local Efficiency,lh_lateralorbitofrontal,0.0,0.0,0.0
MIND,aparc,0.03,Local Efficiency,lh_lingual,0.0,0.0,0.0
MIND,aparc,0.03,Local Efficiency,lh_medialorbitofrontal,0.0,0.0,0.0
MIND,aparc,0.03,Local Efficiency,lh_middletemporal,0.0,0.0,0.0
MIND,aparc,0.03,Local Efficiency,lh_paracentral,0.0,0.0,0.0
MIND,aparc,0.03,Local Efficiency,lh_parahippocampal,0.0,0.0,0.0
MIND,aparc,0.03,Local Efficiency,lh_parsopercularis,0.0,0.0,0.0
MIND,aparc,0.03,Local Efficiency,lh_parsorbitalis,0.0,0.0,0.0
MIND,aparc,0.03,Local Efficiency,lh_parstriangularis,0.0,0.0,0.0
MIND,aparc,0.03,Local Efficiency,lh_pericalcarine,0.0,0.0,0.0
MIND,aparc,0.03,Local Efficiency,lh_postcentral,0.0,0.0,0.0
MIND,aparc,0.03,Local Efficiency,lh_posteriorcingulate,0.0,0.0,0.0
MIND,aparc,0.03,Local Efficiency,lh_precentral,0.0,0.0,0.0
MIND,aparc,0.03,Local Efficiency,lh_precuneus,0.0,0.0,0.0
MIND,aparc,0.03,Local Efficiency,lh_rostralanteriorcingulate,0.0,0.0,0.0
MIND,aparc,0.03,Local Efficiency,lh_rostralmiddlefrontal,0.0,0.0,0.0
MIND,aparc,0.03,Local Efficiency,lh_superiorfrontal,0.0,0.0,0.0
MIND,aparc,0.03,Local Efficiency,lh_superiorparietal,0.0,0.0,0.0
MIND,aparc,0.03,Local Efficiency,lh_superiortemporal,0.0,0.0,0.0
MIND,aparc,0.03,Local Efficiency,lh_supramarginal,1.0,0.17619992094457698,-0.823800079055423
MIND,aparc,0.03,Local Efficiency,lh_temporalpole,0.0,0.0,0.0
MIND,aparc,0.03,Local Efficiency,lh_transversetemporal,0.0,0.0,0.0
MIND,aparc,0.03,Local Efficiency,rh_bankssts,0.0,0.0,0.0
MIND,aparc,0.03,Local Efficiency,rh_caudalanteriorcingulate,0.0,0.0,0.0
MIND,aparc,0.03,Local Efficiency,rh_caudalmiddlefrontal,0.0,0.0,0.0
MIND,aparc,0.03,Local Efficiency,rh_cuneus,0.0,0.0,0.0
MIND,aparc,0.03,Local Efficiency,rh_entorhinal,0.0,0.0,0.0
MIND,aparc,0.03,Local Efficiency,rh_frontalpole,0.0,0.0,0.0
MIND,aparc,0.03,Local Efficiency,rh_fusiform,0.0,0.0,0.0
MIND,aparc,0.03,Local Efficiency,rh_inferiorparietal,0.012820512820512822,0.02349332279261026,0.010672809972097437
MIND,aparc,0.03,Local Efficiency,rh_inferiortemporal,0.0,0.0,0.0
MIND,aparc,0.03,Local Efficiency,rh_insula,0.0,0.0,0.0
MIND,aparc,0.03,Local Efficiency,rh_isthmuscingulate,0.0,0.0,0.0
MIND,aparc,0.03,Local Efficiency,rh_lateraloccipital,0.0,0.0,0.0
MIND,aparc,0.03,Local Efficiency,rh_lateralorbitofrontal,0.0,0.0,0.0
MIND,aparc,0.03,Local Efficiency,rh_lingual,0.0,0.0,0.0
MIND,aparc,0.03,Local Efficiency,rh_medialorbitofrontal,0.0,0.0,0.0
MIND,aparc,0.03,Local Efficiency,rh_middletemporal,0.0,0.0,0.0
MIND,aparc,0.03,Local Efficiency,rh_paracentral,0.0,0.0,0.0
MIND,aparc,0.03,Local Efficiency,rh_parahippocampal,0.0,0.0,0.0
MIND,aparc,0.03,Local Efficiency,rh_parsopercularis,0.0,0.0,0.0
MIND,aparc,0.03,Local Efficiency,rh_parsorbitalis,0.0,0.0,0.0
MIND,aparc,0.03,Local Efficiency,rh_parstriangularis,0.0,0.0,0.0
MIND,aparc,0.03,Local Efficiency,rh_pericalcarine,0.0,0.0,0.0
MIND,aparc,0.03,Local Efficiency,rh_postcentral,0.0,0.0,0.0
MIND,aparc,0.03,Local Efficiency,rh_posteriorcingulate,0.0,0.0,0.0
MIND,aparc,0.03,Local Efficiency,rh_precentral,0.0,0.0,0.0
MIND,aparc,0.03,Local Efficiency,rh_precuneus,0.0,0.0,0.0
MIND,aparc,0.03,Local Efficiency,rh_rostralanteriorcingulate,0.0,0.0,0.0
MIND,aparc,0.03,Local Efficiency,rh_rostralmiddlefrontal,0.0,0.0,0.0
MIND,aparc,0.03,Local Efficiency,rh_superiorfrontal,0.0,0.0,0.0
MIND,aparc,0.03,Local Efficiency,rh_superiorparietal,0.0,0.0,0.0
MIND,aparc,0.03,Local Efficiency,rh_superiortemporal,0.0,0.0,0.0
MIND,aparc,0.03,Local Efficiency,rh_supramarginal,0.9999999999999997,0.0,-0.9999999999999997
MIND,aparc,0.03,Local Efficiency,rh_temporalpole,0.0,0.0,0.0
MIND,aparc,0.03,Local Efficiency,rh_transversetemporal,0.0,0.0,0.0
MIND,aparc,0.03,Clustering Coefficient,lh_bankssts,0.0,0.0,0.0
